rainfall_rate,drop_diameter
2.0,2.75
2.008740742764061,2.7509424779802174
2.017481485528122,2.7518849557562772
2.0262222282921827,2.752827433124024
2.034962971056243,2.7537699098793014
2.043703713820304,2.7547123858179527
2.052444456584365,2.755654860735821
2.061185199348426,2.7565973344287507
2.0699259421124867,2.757539806692586
2.0786666848765476,2.7584822773231714
2.087407427640608,2.7594247461163524
2.096148170404669,2.7603672128679735
2.10488891316873,2.7613096773738808
2.1136296559327907,2.762252139429921
2.1223703986968516,2.76319459883194
2.1311111414609125,2.7641370553757856
2.1398518842249734,2.7650795088573052
2.148592626989034,2.766021959072349
2.1573333697530948,2.766964405816765
2.1660741125171556,2.7679068488864025
2.1748148552812165,2.768849288077114
2.1835555980452774,2.769791723184751
2.1922963408093383,2.770734154005165
2.201037083573399,2.7716765803342107
2.2097778263374597,2.7726190019677426
2.2185185691015206,2.773561418701615
2.2272593118655815,2.7745038303316854
2.2360000546296424,2.7754462366538117
2.2447407973937032,2.7763886374638522
2.2534815401577637,2.777331032557667
2.2622222829218246,2.778273421731117
2.2709630256858855,2.7792158047800664
2.2797037684499464,2.7801581815003766
2.2884445112140073,2.7811005516879153
2.297185253978068,2.7820429151385477
2.305925996742129,2.7829852716481422
2.3146667395061895,2.7839276210125683
2.3234074822702504,2.784869963027697
2.3321482250343113,2.7858122974894024
2.340888967798372,2.7867546241935575
2.349629710562433,2.7876969429360385
2.358370453326494,2.788639253512724
2.367111196090555,2.7895815557194927
2.375879253675753,2.790526794006176
2.384619996439814,2.7914690788330065
2.393360739203875,2.7924113546769327
2.402101481967936,2.7933536213338415
2.4108422247319963,2.7942958785996215
2.419582967496057,2.795238126270165
2.428323710260118,2.796180364141364
2.437064453024179,2.7971225920091145
2.44580519578824,2.798064809669314
2.4545459385523007,2.7990070169178622
2.4632866813163616,2.7999492135506605
2.472027424080422,2.8008913993636138
2.480768166844483,2.801833574152629
2.489508909608544,2.8027757377136138
2.4982496523726048,2.8037178898424804
2.5069903951366657,2.8046600303351434
2.5157311379007266,2.8056021589875177
2.5244718806647874,2.806544275595524
2.533212623428848,2.807486379955082
2.541953366192909,2.808428471862118
2.5506941089569697,2.8093705511125573
2.5594348517210306,2.8103126175023303
2.5681755944850915,2.8112546708273696
2.576916337249152,2.81219671088361
2.585657080013213,2.81313873746699
2.5943978227772737,2.8140807503734506
2.6031385655413346,2.8150227493989357
2.6118793083053955,2.815964734339393
2.620620051069456,2.8169067049907723
2.6293607938335173,2.8178486611490263
2.6381015365975777,2.818790602610112
2.6468422793616386,2.819732529169988
2.6555830221256995,2.8206744406246185
2.6643237648897604,2.821616336769968
2.6730645076538213,2.8225582174020074
2.6818052504178818,2.8235000823167082
