rainfall_rate,drop_diameter
120.0,2.75
119.99125925723594,2.753351031003824
119.98251851447188,2.7567020503934097
119.97377777170782,2.760053046554561
119.96503702894375,2.7634040078731608
119.95629628617971,2.766754922735213
119.94755554341563,2.7701057795268818
119.93881480065157,2.7734565666345348
119.93007405788751,2.7768072724447794
119.92133331512345,2.7801578853445053
119.91259257235939,2.783508393720923
119.90385182959533,2.786858785961608
119.89511108683128,2.7902090504545347
119.88637034406722,2.7935591755881237
119.87762960130316,2.7969091497512766
119.8688888585391,2.800258961333418
119.86014811577502,2.803608598724539
119.85140737301096,2.806958050315229
119.8426666302469,2.810307304496727
119.83392588748285,2.813656349660953
119.82518514471879,2.8170051742005513
119.81644440195473,2.8203537665089327
119.80770365919066,2.823702114980311
119.7989629164266,2.8270502080097466
119.79022217366254,2.830398033993185
119.78148143089848,2.833745581327496
119.7727406881344,2.8370928384105163
119.76399994537036,2.840439793641088
119.7552592026063,2.8437864354191
119.74651845984224,2.847132752145528
119.73777771707817,2.850478732222472
119.72903697431411,2.853824364053201
119.72029623155005,2.8571696360421908
119.71155548878599,2.860514536595163
119.70281474602193,2.8638590541191284
119.69407400325788,2.8672031770224233
119.68533326049382,2.870546893714754
119.67659251772974,2.8738901926072318
119.66785177496568,2.877233062112419
119.65911103220162,2.880575490644364
119.65037028943756,2.883917466618645
119.6416295466735,2.887258978452407
119.63288880390945,2.890600014564406
119.62412074632425,2.8939510018141723
119.61538000356019,2.8972910501684
119.60663926079613,2.900630588031008
119.59789851803205,2.9039696038275933
119.58915777526799,2.907308085985561
119.58041703250395,2.9106460229341664
119.57167628973988,2.913983403104554
119.56293554697582,2.9173202149297994
119.55419480421176,2.920656446844945
119.5454540614477,2.923992087287047
119.53671331868364,2.927327124695208
119.52797257591958,2.930661547510623
119.51923183315552,2.9339953441766156
119.51049109039145,2.937328503138681
119.5017503476274,2.940661012844523
119.49300960486333,2.9439928617440976
119.48426886209927,2.947324038289649
119.47552811933521,2.9506545309357533
119.46678737657115,2.9539843281393554
119.45804663380709,2.9573134183598118
119.44930589104304,2.9606417900589292
119.44056514827898,2.963969431701004
119.43182440551492,2.967296331752863
119.42308366275086,2.9706224786839037
119.41434291998678,2.9739478609661334
119.40560217722272,2.9772724670742097
119.39686143445866,2.98059628548548
119.38812069169461,2.9839193046800228
119.37937994893055,2.9872415131406846
119.37063920616649,2.990562899353125
119.36189846340243,2.9938834518058495
119.35315772063836,2.9972031589902564
119.3444169778743,3.000522009400672
119.33567623511024,3.0038399915343925
119.32693549234617,3.007157093891724
119.31819474958212,3.0104733049760206
119.30945400681806,3.0137886132937264
119.300713264054,3.0171030073544136
119.29197252128994,3.0204164756708245
119.28323177852587,3.023729006758908
119.27449103576181,3.0270405891378624
119.26575029299775,3.0303512113301747
119.25698223541256,3.033671202984599
119.24824149264849,3.036979867294174
119.23950074988443,3.040287536968861
119.23076000712037,3.043594200544708
119.2220192643563,3.046899846561248
119.21327852159224,3.0502044635615433
119.2045377788282,3.05350804009222
119.19579703606414,3.0568105647035124
119.18705629330007,3.0601120259492998
119.17831555053601,3.063412412387146
119.16957480777195,3.0667117125783423
119.16083406500788,3.070009915087943
119.15209332224381,3.073307008484807
119.14335257947975,3.0766029813416367
119.1346118367157,3.0798978222350213
119.12587109395164,3.0831915197454687
119.11713035118758,3.086484062457452
119.10838960842352,3.0897754389594474
119.09964886565946,3.093065637843972
119.0909081228954,3.0963546477076234
119.08216738013134,3.099642457151123
119.07342663736728,3.1029290547793495
119.06468589460322,3.106214429201384
119.05594515183915,3.1094985690305452
119.04720440907509,3.112781462884432
119.03846366631103,3.116063099384962
119.02972292354697,3.1193434671584095
119.02098218078291,3.1226225548354467
119.01224143801885,3.1259003510511816
119.0035006952548,3.1291768444452
118.99475995249074,3.1324520236616014
118.98601920972668,3.135725877349041
118.9772784669626,3.138998394160767
118.96853772419854,3.1422695627546626
118.95979698143448,3.1455393717932827
118.95105623867042,3.148807809943895
118.94231549590637,3.1520748658785176
118.93357475314231,3.1553405282739595
118.92483401037825,3.1586047858118604
118.91609326761419,3.1618676271787276
118.90735252485013,3.165129041065977
118.89861178208606,3.1683890161699737
118.88984372450086,3.1716577217981063
118.8811029817368,3.174914780860178
118.87236223897274,3.1781703672228954
118.86362149620868,3.1814244696028187
118.85488075344462,3.1846770767216532
118.84614001068056,3.187928177306286
118.8373992679165,3.191177760088824
118.82865852515243,3.194425813806638
118.81991778238839,3.1976723272023944
118.81117703962431,3.2009172890241016
118.80243629686025,3.2041606880251434
118.79369555409619,3.2074025129643204
118.78495481133213,3.2106427526058905
118.77621406856807,3.2138813957196026
118.767473325804,3.217118431080743
118.75873258303994,3.2203538474701663
118.7499918402759,3.2235876336743416
118.74125109751184,3.2268197784853867
118.73251035474777,3.2300502707011063
118.72376961198371,3.233279099125037
118.71502886921964,3.236506252566478
118.70628812645558,3.2397317198405355
118.69754738369151,3.2429554897681596
118.68880664092747,3.2461775511761832
118.6800658981634,3.249397892897361
118.67132515539934,3.252616503770407
118.66258441263528,3.255833372640035
118.65384366987122,3.2590484883569952
118.64510292710716,3.2622618397781156
118.6363621843431,3.265473415766338
118.62762144157904,3.2686832051907575
118.61888069881498,3.2718911969266617
118.61013995605092,3.2750973798555685
118.60139921328685,3.2783017428652648
118.59265847052279,3.281504274849846
118.58391772775873,3.2847049647097517
118.57517698499467,3.287903801351808
118.56643624223061,3.2911007736892635
118.55769549946656,3.2942958706418266
118.5489547567025,3.2974890811357085
118.54021401393844,3.300680394103656
118.53147327117436,3.3038697984849943
118.5227325284103,3.307057283225662
118.5139644708251,3.310252789096982
118.50522372806105,3.313436395335578
118.49648298529699,3.316618048776923
118.48774224253293,3.3197977383938206
118.47900149976887,3.32297545316588
118.47026075700481,3.3261511820795553
118.46152001424075,3.3293249141281835
118.45277927147667,3.332496638312022
118.44403852871262,3.3356663436382865
118.43529778594856,3.338834019121192
118.4265570431845,3.3419996537819867
118.41781630042044,3.345163236648993
118.40907555765638,3.3483247567576435
118.40033481489232,3.351484203150522
118.39159407212826,3.354641564877397
118.3828533293642,3.357796830995264
118.37411258660015,3.3609499905683817
118.36537184383607,3.3641010326683087
118.35663110107201,3.3672499463739425
118.34789035830795,3.3703967207715584
118.33914961554389,3.3735413449548455
118.33040887277983,3.3766838080249464
118.32166813001577,3.379824099090491
118.3129273872517,3.38296220726764
118.30418664448766,3.386098121680119
118.2954459017236,3.389231831459256
118.28670515895953,3.392363325744021
118.27796441619546,3.3954925936810625
118.2692236734314,3.3986196244247444
118.26048293066734,3.4017444071371843
118.25174218790328,3.404866930988293
118.24300144513923,3.407987185155808
118.23426070237517,3.4111051588253347
118.2255199596111,3.4142208411903825
118.21677921684704,3.4173342214524007
118.20803847408298,3.4204452888208188
118.19929773131892,3.4235540325130827
118.19055698855486,3.4266604417546898
118.1818162457908,3.4297645057792305
118.17307550302674,3.432866213828423
118.16433476026268,3.4359655551521495
118.15559401749861,3.4390625190084974
118.14682595991341,3.4421667614582634
118.13808521714935,3.4452589306736616
118.12934447438529,3.44834869021205
118.12060373162124,3.451436029364724
118.11186298885718,3.4545209374313686
118.10312224609311,3.4576034037200927
118.09438150332905,3.460683417547469
118.08564076056498,3.463760968238571
118.07690001780092,3.4668360451270077
118.06815927503686,3.4699086375549637
118.05941853227282,3.472978734873232
118.05067778950875,3.476046326441255
118.04193704674469,3.4791114016271605
118.03319630398063,3.4821739498077955
118.02445556121657,3.4852339603687663
118.0157148184525,3.4882914227044752
118.00697407568843,3.4913463262181548
117.99823333292439,3.4943986603219073
117.98949259016032,3.497448414436739
117.98075184739626,3.5004955779926004
117.9720111046322,3.5035401404284174
117.96327036186814,3.5065820911921337
117.95452961910408,3.5096214197407436
117.94578887634002,3.512658115540329
117.93704813357596,3.515692168066098
117.9283073908119,3.5187235668024184
117.91956664804783,3.5217523012428575
117.91082590528377,3.524778360890216
117.90208516251971,3.527801735256563
117.89334441975565,3.530822413863278
117.88460367699159,3.5338403862410814
117.87586293422753,3.5368556419300736
117.86712219146347,3.53986817047977
117.85838144869942,3.5428779614491392
117.84964070593536,3.545885004406637
117.8408999631713,3.5488892889302437
117.83215922040722,3.5518908046075
117.82341847764316,3.554889541035543
117.8146777348791,3.5578854878211423
117.80593699211504,3.560878634580736
117.79719624935099,3.5638689709404674
117.78845550658693,3.566856486536219
117.77968744900173,3.569850493704368
117.77094670623767,3.572832327823176
117.7622059634736,3.5758113101121762
117.75346522070953,3.578787430246602
117.74472447794548,3.581760677911609
117.73598373518142,3.5847310428023085
117.72724299241736,3.5876985146238
117.7185022496533,3.590663083091214
117.70976150688924,3.5936247379297415
117.70102076412518,3.5965834688746714
117.69228002136111,3.599539265671428
117.68353927859705,3.6024921180756033
117.674798535833,3.6054420158529954
117.66605779306894,3.608388948779642
117.65731705030487,3.6113329066418585
117.64857630754081,3.6142738792362676
117.63983556477675,3.6172118563698423
117.63109482201268,3.6201468278599354
117.62235407924862,3.623078783534318
117.61361333648458,3.626007713231213
117.60487259372051,3.628933606799331
117.59613185095645,3.631856454097906
117.58739110819239,3.6347762449967287
117.57865036542833,3.637692969376184
117.56990962266426,3.640606617127285
117.5611688799002,3.643517178151707
117.55242813713613,3.646424642361824
117.54368739437209,3.649328999680744
117.53494665160802,3.652230240042342
117.52620590884396,3.655128353391296
117.5174651660799,3.658023329683123
117.50872442331584,3.6609151588842113
117.49998368055178,3.6638038309718564
117.49124293778772,3.666689335934298
117.48250219502366,3.66957166377075
117.4737614522596,3.6724508044914392
117.46502070949553,3.6753267481176395
117.45627996673147,3.678199484681704
117.44753922396741,3.6810690042271004
117.43879848120335,3.683935296808448
117.43005773843929,3.6867983524915497
117.42131699567523,3.6896581613534267
117.41257625291118,3.692514713482354
117.40380819532596,3.6953769103646494
117.3950674525619,3.698226909083063
117.38632670979784,3.701073621370362
117.37758596703378,3.7039170373602106
117.36884522426973,3.7067571471977008
117.36010448150567,3.7095939410393792
117.35136373874161,3.7124274090532894
117.34262299597755,3.7152575414189988
117.33388225321349,3.718084328327637
117.32514151044943,3.7209077599819285
117.31640076768537,3.7237278265962264
117.30766002492129,3.726544518396546
117.29891928215724,3.7293578256206006
117.29017853939318,3.732167738517833
117.28143779662912,3.734974247349451
117.27269705386506,3.7377773423884606
117.263956311101,3.740577013919697
117.25521556833694,3.7433732522398655
117.24647482557288,3.746166047657566
117.23773408280881,3.7489553904933333
117.22899334004477,3.7517412710796685
117.22025259728069,3.7545236797610713
117.21151185451663,3.7573026068940756
117.20277111175257,3.7600780428472804
117.1940303689885,3.7628499780013875
117.18528962622445,3.76561840274923
117.17654888346038,3.768383307495806
117.16780814069634,3.7711446826583166
117.15906739793228,3.7739025186661954
117.15032665516821,3.7766568059611396
117.14158591240415,3.77940753499715
117.13284516964008,3.782154696240556
117.12410442687602,3.784898280170055
