rainfall_rate,drop_diameter
2.0,5.0
2.000025560796149,4.999666666589507
2.0001022431624356,4.999333333179012
2.0002300470324266,4.998999999768518
2.0004089722953893,4.998666666358025
2.0006390187962775,4.9983333329475315
2.0009201863357653,4.997999999537036
2.001252474670239,4.997666666126543
2.0016358835117742,4.997333332716049
2.002070412528158,4.996999999305555
2.0025560613428977,4.996666665895061
2.003092829535175,4.996333332484568
2.0036807166399173,4.9959999990740735
2.00431972214772,4.99566666566358
2.0050098455049237,4.995333332253086
2.00575108611355,4.994999998842593
2.006543443331335,4.994666665432098
2.007386916471732,4.994333332021604
2.0082815048038976,4.993999998611111
2.0092272075526987,4.9936666652006165
2.0102240238987115,4.993333331790123
2.011271952978237,4.992999998379629
2.012370993883264,4.992666664969136
2.013521145661527,4.992333331558641
2.0147224073164423,4.991999998148148
2.0159747778071573,4.991666664737654
2.01727825604854,4.9913333313271595
2.018632840911159,4.990999997916666
2.0200385312213225,4.990666664506172
2.0214953257610375,4.990333331095679
2.0230032232680397,4.989999997685184
2.024562222435783,4.989666664274691
2.026172321913448,4.989333330864197
2.027833520305936,4.988999997453703
2.029545816173873,4.988666664043209
2.0313092080336066,4.988333330632716
2.0331236943572164,4.9879999972222215
2.034989273572502,4.987666663811727
2.036905944063016,4.987333330401234
2.038873704168005,4.98699999699074
2.0408925521824863,4.986666663580246
2.042962486357186,4.986333330169752
2.045083504898567,4.985999996759259
2.0472624738486105,4.985665621681857
2.0494858151897457,4.985332288271363
2.0517602352453226,4.9849989548608695
2.0540857320446184,4.984665621450375
2.0564623035726655,4.984332288039881
2.0588899477702465,4.983998954629388
2.0613686625338854,4.9836656212188934
2.0638984457158576,4.9833322878084
2.066479295124179,4.982998954397906
2.069111208522637,4.9826656209874125
2.0717941836307587,4.982332287576918
2.074528218123831,4.981998954166425
2.077313309632912,4.981665620755931
2.080149455744793,4.981332287345436
2.083036654002065,4.980998953934943
2.0859749019030436,4.980665620524449
2.088964196901851,4.9803322871139555
2.092004536408341,4.979998953703461
2.095095917788173,4.979665620292968
2.0982383383627603,4.979332286882474
2.1014317954092925,4.97899895347198
2.1046762861607533,4.978665620061486
2.1079718078058836,4.978332286650993
